lemma,cat,def,etym,étymologie étendue,déclinaison,fam,proc,aff,rad,etym_mean,lang,base,etym_fam
polyadelphe,Adjectif,['Qui appartient à la polyadelphie.'],"['Motdérivé de adelphe (« frère »), avec le préfixe poly- (« plusieurs »).']","[['Du grec ancien ἀδελφός, adelphós (« utérin, frère ou sœur »), issu de δελφύς, delphýs (« utérus, matrice »).'], ['Du grec ancien ἀδελφός, adelphós (« utérin, frère ou sœur »), issu de δελφύς, delphýs (« utérus, matrice »).'], ['Motdérivé de δελφύς, delphýs (« matrice, utérus »), avec le préfixe ἀ-, a- (« en- »).'], ['Motdérivé de δελφύς, delphýs (« matrice, utérus »), avec le préfixe ἀ-, a- (« en- »).'], ['Apparenté au sanskrit गर्भ, garbha (« matrice, fœtus, bébé, enfant »), au vieux slave жрѣбѧ, žrěbę (« poulain »), de l’indo-européen commun *gʷelbʰ- (« matrice, petit (de l’homme, d’un animal) ») ; de là δέλφος, délphos (« cochon »), δέλφαξ, délphax (« cochon »), δελφίς, delphís (« dauphin, cochon de mer »), Δελφοί, Delphoí (« Delphes »).'], 'Matrice.']","[{'form': 'δελφύες', 'tags': ['plural', 'nominative'], 'article': 'αἱ'}, {'form': 'δελφύε', 'tags': ['dual', 'nominative'], 'article': 'τὼ'}, {'form': 'δελφύ', 'tags': ['singular', 'vocative']}, {'form': 'δελφύες', 'tags': ['plural', 'vocative']}, {'form': 'δελφύε', 'tags': ['dual', 'vocative']}, {'form': 'δελφύν', 'tags': ['singular', 'accusative'], 'article': 'τὴν'}, {'form': 'δελφῦς', 'tags': ['plural', 'accusative'], 'article': 'τὰς'}, {'form': 'δελφύε', 'tags': ['dual', 'accusative'], 'article': 'τὼ'}, {'form': 'δελφύος', 'tags': ['singular', 'genitive'], 'article': 'τῆς'}, {'form': 'δελφύων', 'tags': ['plural', 'genitive'], 'article': 'τῶν'}, {'form': 'δελφύοιν', 'tags': ['dual', 'genitive'], 'article': 'τοῖν'}, {'form': 'δελφύϊ', 'tags': ['singular', 'dative'], 'article': 'τῇ'}, {'form': 'δελφύσι(ν)', 'tags': ['plural', 'dative'], 'article': 'ταῖς'}, {'form': 'δελφύοιν', 'tags': ['dual', 'dative'], 'article': 'τοῖν'}, {'form': 'δολφός'}]","['diadelphe', 'diadelphique', 'fraternaliste', 'fraternalité', 'fraternel', 'fraternisation', 'fraterniser', 'frère', 'frérette', 'polyadelphe', 'adelphat']",['Préfixe'],"['δ-', 'ἀ-']",δελφύς,"[['δελφός', 'utérin, frère ou sœur'], ['δελφύς', 'matrice, utérus']]",grec ancien,adelphe,"['diadelphe', 'diadelphique', 'fraternaliste', 'fraternalité', 'fraternel', 'fraternisation', 'fraterniser', 'frère', 'frérette']"
oblation,Nom commun,"['Offrande, action par laquelle on offre quelque chose à Dieu.']","['Du latin oblatio (« offrande »).', 'oblatiun.']","[['De oblatus avec le suffixe -io.'], 'Oblation, don.']","[{'form': 'oblationēs', 'tags': ['plural', 'nominative']}, {'form': 'oblationēs', 'tags': ['plural', 'vocative']}, {'form': 'oblationem', 'tags': ['singular', 'accusative']}, {'form': 'oblationēs', 'tags': ['plural', 'accusative']}, {'form': 'oblationis', 'tags': ['singular', 'genitive']}, {'form': 'oblationum', 'tags': ['plural', 'genitive']}, {'form': 'oblationī', 'tags': ['singular', 'dative']}, {'form': 'oblationibus', 'tags': ['plural', 'dative']}, {'form': 'oblationĕ', 'tags': ['singular', 'ablative']}, {'form': 'oblationibus', 'tags': ['plural', 'ablative']}]","['oblationnaire', 'oblat', 'oblatif', 'oblativité', 'oblature', 'oblateur', 'oblation', 'offrande', 'offrant', 'offre', 'offreur', 'offreuse', 'offrir']",[],['io'],oblati,"[['oblatus', 'Donateur'], ['oblatus', 'Don']]",latin,oblatus,"['oblationnaire', 'oblat', 'oblatif', 'oblativité', 'oblature', 'oblateur']"
gravidisme,Nom commun,['Ensemble des conditions que présente la femme enceinte durant sa grossesse.'],"['Dérivé de gravide, avec le suffixe -isme.']","[['Du latin gravida (« enceinte »), de gravis (« lourd »).'], 'Féminin de gravidus.']",[],"['ceindre', 'ceint', 'déceindre', 'enceindre', 'enceinte', 'gravidisme']",['Suffixe'],"['grave', 'feminin']",gravide,"[['latin', 'enceinte', '« enceinte »'], ['latin', 'gravis', '« lourd »']]",latin,gravidus,"['ceindre', 'ceint', 'déceindre', 'enceindre', 'enceinte']"
sigillaire,Adjectif,"['En forme de sceau, relatif aux sceaux.']","['Du latin sigillum (« sceau »), diminutif de signum (« signe ») avec le suffixe -aire.']","[['Dérivé de signum, avec le suffixe -illum.'], ['Le Dictionnaire étymologique latin explique :', 'Signum est arrivé au sens de « statue » par l’idée de représentation → voir simulacrum. Le mot se prononçait \\sinɡ.num\\, d’où le français seing. On trouve, en effet, SINGNVM dans des inscriptions.', ""L’origine de signum est incertaine : le mot a l’air d'être formé comme lignum (« fagot de bois », de lego, « ramasser, cueillir »), ou tignum (« poutre, solive », de tego, « couvrir ») mais le verbe dont il provient est perdu."", 'Julius Pokorny l’apparente à secare (« couper ») ; complétant l’hypothèse précédente, comparer avec socha (« statue ») en tchèque, apparenté à sekat. Il y a un mot intermédiaire entre secare et signum qui est sigmentum, variante de segmentum, utilisé au sens de signum : « image, statue ».'], 'Signe, marque, empreinte, indice, indication, preuve.']","[{'form': 'signa', 'tags': ['plural', 'nominative']}, {'form': 'signa', 'tags': ['plural', 'vocative']}, {'form': 'signa', 'tags': ['plural', 'accusative']}, {'form': 'signī', 'tags': ['singular', 'genitive']}, {'form': 'signōrum', 'tags': ['plural', 'genitive']}, {'form': 'signō', 'tags': ['singular', 'dative']}, {'form': 'signīs', 'tags': ['plural', 'dative']}, {'form': 'signō', 'tags': ['singular', 'ablative']}, {'form': 'signīs', 'tags': ['plural', 'ablative']}]","['sceau', 'scellage', 'scellement', 'sceller', 'scelleur', 'scellé', 'sigillaire', 'sigillé']",['diminutif'],"['-illum', '-aire']",signum,"[['signum', 'signe'], ['lego', 'ramasser, cueillir'], ['tego', 'couvrir'], ['secare', 'couper'], ['socha', 'statue'], ['sekat', 'sceller'], ['sigmentum', 'image, statue']]",latin,signum,"['sceau', 'scellage', 'scellement', 'sceller', 'scelleur', 'scellé', 'sigillaire', 'sigillé']"
chat,Nom commun 1,"['Mammifère carnivore félin de taille moyenne, au museau court et arrondi, domestiqué, apprivoisé ou encore à l’état sauvage.']","['Du moyen français chat, de l’ancien français chat, du bas latin cattus « chat (domestique) », mot que certains rapprochent du copte (bohaïrique) ϣⲁⲩ, šau « matou », peut-être issu de l’égyptien moyen tešau « chatte ». Le classique felis, feles désignait le chat sauvage d’Europe (Felis silvestris silvestris).']",[],[],"['anarchat', 'cataire', 'chatricide', 'chataire', 'chatière', 'chatillon', 'chatoiement', 'chaton', 'chatonner', 'chatoyant', 'chatoyer', 'chatron', 'chatte', 'chattement', 'chattemite', 'chattepeleuse', 'chattepelouse', 'chatteplouse', 'chatter', 'chatterie', 'déchatonner', 'enchatonnement', 'enchatonner', 'entrechat', 'greffier', 'Grippeminaud', 'minet', 'mistigri', 'Raminagrobis', 'matou', '🐈', '😸', '😼', '😽', '🙀', 'ailurophile', 'ailurophobe', 'ailurophobie', 'ailourophobie', 'feuler', 'feulement', 'galéphobie', 'miauler', 'miaulement', 'ronronner', 'ronronnement', 'chat', 'chater', 'chattounette', 'Chaminette', 'Chat', 'félin', 'félinité', 'tchat', 'tchate', 'tchater']",[],['cat-'],chat,"[['cattus', 'chat (domestique)'], ['bohaïrique', 'matou'], ['égyptien moyen', 'chatte']]",latin,chat,"['anarchat', 'cataire', 'chatricide', 'chataire', 'chatière', 'chatillon', 'chatoiement', 'chaton', 'chatonner', 'chatoyant', 'chatoyer', 'chatron', 'chatte', 'chattement', 'chattemite', 'chattepeleuse', 'chattepelouse', 'chatteplouse', 'chatter', 'chatterie', 'déchatonner', 'enchatonnement', 'enchatonner', 'entrechat', 'greffier', 'Grippemaud', 'minet', 'mistigri', 'Raminagrobis', 'matou', '🐈', '😸', '😼', '😽', '🙀', 'ailurophile', 'ailurophobe', 'ailurophobie', 'ailourophobie', 'feuler', 'feulement', 'galéphobie', 'miauler', 'miaulement', 'ronronner', 'ronronnement', 'chat', 'chater', 'chattounette', 'Chaminette', 'Chat', 'félin', 'félinité', 'tchat', 'tchate', 'tchater']"
cardiaque,Adjectif,['Relatif au cœur.'],['Du latin cardiacus.'],"[['Du grec ancien καρδιακός, kardiakós, sur le même radical (→ voir cor), le latin a cordax et a refait cardiacus en cordiacus.'], ['Motdérivé de καρδία, kardía, avec le suffixe -ακός, -akós.'], ['De l’indo-européen commun *ḱḗr, qui a également donné हृदय hṛdaya en sanskrit, cor, cordis en latin, սիրտ sirt en arménien ancien, et heorte en anglo-saxon, heart en anglais.'], 'Cœur']","[{'form': 'καρδιαι', 'tags': ['plural', 'nominative'], 'article': 'αἱ'}, {'form': 'καρδιαι', 'tags': ['plural', 'vocative']}, {'form': 'καρδίαν', 'tags': ['singular', 'accusative'], 'article': 'τὴν'}, {'form': 'καρδίας', 'tags': ['plural', 'accusative'], 'article': 'τὰς'}, {'form': 'καρδίας', 'tags': ['singular', 'genitive'], 'article': 'τῆς'}, {'form': '{{{4}}}ῶν', 'tags': ['plural', 'genitive'], 'article': 'τῶν'}, {'form': 'καρδίαιν', 'tags': ['dual', 'genitive'], 'article': 'τοῖν'}, {'form': 'καρδίᾳ', 'tags': ['singular', 'dative'], 'article': 'τῇ'}, {'form': 'καρδίαις', 'tags': ['plural', 'dative'], 'article': 'ταῖς'}, {'form': 'καρδίαιν', 'tags': ['dual', 'dative'], 'article': 'τοῖν'}]","['intracardiaque', 'carditique', 'cardiaire', 'cardiaque', 'cardite', 'cœur']",['Derivation du grec ancien'],"['-ακός', 'καρδια-']",καρδια-,"[['καρδιακός', 'Relatif au cœur.'], ['καρδία', 'Cœur.']]",grec ancien,cardia-,"['cardiaque', 'carditique', 'cardiaire', 'cardiaque', 'cardite']"
locataire,Nom commun,"['Celui, celle qui occupe une maison ou une partie de maison à loyer.']",['Dérivé savant du latin locatum (« louer ») et -aire.'],['Supin de loco.'],[],"['colocataire', 'multilocataire', 'félicitation', 'féliciter', 'féliciteur', 'laudateur', 'laudatif', 'laudatrice', 'locataire', 'locateur', 'locatier', 'locatif', 'location', 'loquer', 'louable', 'louage', 'louageur', 'louange', 'louanger', 'louangette', 'louangeur', 'louangeuse', 'louer', 'loueur', 'loueuse', 'loué', 'loyer', 'relocation', 'reloquer', 'relouage', 'relouer']",['Suffixe'],"['locat-', 'lo-']",locat,"[['locatum', 'louer'], ['loco', 'lieu']]",latin,loc-,"['colocataire', 'multilocataire', 'location', 'loyer', 'relocation', 'reloquer', 'relouage', 'relouer', 'louer', 'loueur', 'loueuse', 'loué', 'loyer']"
plage,Nom commun,['Étendue de sable ou de galets bordant un plan d’eau.'],"['(Au sens d’étendue de terre, rive sablonneuse) Du latin plaga (« large étendue, région »).', '(Pour tous les autres sens : plage de musique, de valeurs, etc) De l’italien piaggia, lui-même du grec ancien πλάγιος, plágios (« oblique, qui n’est pas en ligne droite »).']",[],[],"['handiplage', 'plager', 'plageage', 'plagiste', 'grève', '🏖', 'berge', 'rivage', 'rive', 'plage', 'plagette', 'plagiat', 'plaginette']",[],['plag-'],plage,"[{'étymon': 'plaga', 'sens': 'large étendue, région'}, {'étymon': 'piaggia', 'sens': 'oblique, qui n’est pas en ligne droite'}, {'étymon': 'πλάγιος', 'sens': 'oblique, qui n’est pas en ligne droite'}]",latin,plage,"['handiplage', 'plager', 'plageage', 'plagiste', 'grève', '🏖', 'berge', 'rivage', 'rive', 'plage', 'plagette', 'plagiat', 'plaginette']"
divitisme,Nom commun,['Extrême richesse.'],"['Du latin dives (gén.: divitis), « riche », et du suffixe -isme.']","[['Le Dictionnaire étymologique latin\u202f^([1]) explique :', 'Dives signifie originairement « brillant », de là le sens de « riche ».', 'La forme contractée dis, ditis, existe en ancien latin et est demeurée en poésie. Le nom mythologique Dis désigne le dieu des enfers.', 'L’adjectif estdérivé de divum (« plein air, lumière »), avec le suffixe -es, comme ales de ala, et caeles de caelum. Lui sont apparentés deus (« dieu »), divus (« divin ») et dies (« jour »).', 'Pour une équivalence entre « riche » et « dieu », voyez :', 'le grec ancien Πλούτων, Ploútôn (« Pluton ») et πλοῦτος, ploútos (« richesse ») ;', 'le tchèque bůh (« dieu ») et bohatý (« riche »).'], ['Le Dictionnaire étymologique latin\u202f^([1]) explique :', 'Dives signifie originairement « brillant », de là le sens de « riche ».', 'La forme contractée dis, ditis, existe en ancien latin et est demeurée en poésie. Le nom mythologique Dis désigne le dieu des enfers.', 'L’adjectif estdérivé de divum (« plein air, lumière »), avec le suffixe -es, comme ales de ala, et caeles de caelum. Lui sont apparentés deus (« dieu »), divus (« divin ») et dies (« jour »).', 'Pour une équivalence entre « riche » et « dieu », voyez :', 'le grec ancien Πλούτων, Ploútôn (« Pluton ») et πλοῦτος, ploútos (« richesse ») ;', 'le tchèque bůh (« dieu ») et bohatý (« riche »).'], 'Riche, opulent, fécond, abondant.']","[{'form': 'divitēs', 'tags': ['plural', 'masculine', 'nominative']}, {'form': 'divitēs', 'tags': ['plural', 'feminine', 'nominative']}, {'form': 'divitia', 'tags': ['plural', 'neuter', 'nominative']}, {'form': 'divitēs', 'tags': ['plural', 'masculine', 'vocative']}, {'form': 'divitēs', 'tags': ['plural', 'feminine', 'vocative']}, {'form': 'divitia', 'tags': ['plural', 'neuter', 'vocative']}, {'form': 'divitem', 'tags': ['singular', 'masculine', 'accusative']}, {'form': 'divitem', 'tags': ['singular', 'feminine', 'accusative']}, {'form': 'divitēs', 'tags': ['plural', 'masculine', 'accusative']}, {'form': 'divitēs', 'tags': ['plural', 'feminine', 'accusative']}, {'form': 'divitia', 'tags': ['plural', 'neuter', 'accusative']}, {'form': 'divitis', 'tags': ['singular', 'masculine', 'genitive']}, {'form': 'divitis', 'tags': ['singular', 'feminine', 'genitive']}, {'form': 'divitis', 'tags': ['singular', 'neuter', 'genitive']}, {'form': 'divitium', 'tags': ['plural', 'masculine', 'genitive']}, {'form': 'divitium', 'tags': ['plural', 'feminine', 'genitive']}, {'form': 'divitium', 'tags': ['plural', 'neuter', 'genitive']}, {'form': 'divitī', 'tags': ['singular', 'masculine', 'dative']}, {'form': 'divitī', 'tags': ['singular', 'feminine', 'dative']}, {'form': 'divitī', 'tags': ['singular', 'neuter', 'dative']}, {'form': 'divitibus', 'tags': ['plural', 'masculine', 'dative']}, {'form': 'divitibus', 'tags': ['plural', 'feminine', 'dative']}, {'form': 'divitibus', 'tags': ['plural', 'neuter', 'dative']}, {'form': 'divitī', 'tags': ['singular', 'masculine', 'ablative']}, {'form': 'divitī', 'tags': ['singular', 'feminine', 'ablative']}, {'form': 'divitī', 'tags': ['singular', 'neuter', 'ablative']}, {'form': 'divitibus', 'tags': ['plural', 'masculine', 'ablative']}, {'form': 'divitibus', 'tags': ['plural', 'feminine', 'ablative']}, {'form': 'divitibus', 'tags': ['plural', 'neuter', 'ablative']}]","['paupérisme', 'divitiaire', 'divitisme', 'richard', 'riche', 'richesse', 'richissime', 'richissimité']",['Suffixation'],"['div-', 'dis-', 'dive-', 'div-']",div-,"[['divus', 'plein air, lumière'], ['dive', 'riche'], ['dis', 'riche'], ['dives', 'riche']]",latin,div-,"['paupérisme', 'divitiaire', 'richard', 'riche', 'richesse', 'richissime', 'richissimité']"
lectrice,Nom commun,"['Celle qui lit seule et silencieusement un livre, un journal, etc., pour son plaisir ou pour s’instruire.']",['Du latin lectrix (« celle qui lit »).'],"[['Déverbal de lego (« recueillir par les yeux, lire, expliquer »),dérivé de lectum, avec le suffixe -trix.'], 'Variante de lectus.']","[{'form': 'lecta', 'tags': ['plural', 'nominative']}, {'form': 'lecta', 'tags': ['plural', 'vocative']}, {'form': 'lecta', 'tags': ['plural', 'accusative']}, {'form': 'lectī', 'tags': ['singular', 'genitive']}, {'form': 'lectōrum', 'tags': ['plural', 'genitive']}, {'form': 'lectō', 'tags': ['singular', 'dative']}, {'form': 'lectīs', 'tags': ['plural', 'dative']}, {'form': 'lectō', 'tags': ['singular', 'ablative']}, {'form': 'lectīs', 'tags': ['plural', 'ablative']}, {'form': 'lēctum', 'tags': ['canonical']}]","['AL', 'audiolectrice', 'BL', 'rectrice', 'tectrice', 'vectrice', 'anagnoste', 'bouquineuse', 'récitante', 'conteuse', 'déclamatrice', 'autrice', 'écrivaine', 'lectorat', 'illisibilité', 'illisible', 'inlisible', 'inéligibilité', 'inéligible', 'lecteur', 'lecteurat', 'lectoral', 'lectorial', 'lectoriat', 'lectoriel', 'lectrice', 'lectural', 'lecture', 'lecturette', 'lecturier', 'lion', 'lionnette', 'lire', 'lisage', 'lisant', 'lisette', 'liseur', 'liseuse', 'lisibilité', 'lisible', 'lu', 'relecture', 'relire', 'relu', 'réélecter', 'réélection', 'rééligibilité', 'rééligible', 'réélire', 'réélu', 'électerat', 'électeur', 'électeurat', 'électif', 'élection', 'électivité', 'électoral', 'électoralisme', 'électoraliste', 'électoralitude', 'électorat', 'électrice', 'élider', 'éligibilité', 'éligible', 'élire', 'élision', 'élitaire', 'élite', 'élitique', 'élitisme', 'élitiste', 'élu', 'Lion', 'Lionnette']",['Déverbal'],"['lect-', 'trix']",lect-,"[['lect-', 'recueillir par les yeux, lire, expliquer'], ['lect-', 'recueillir par les yeux, lire, expliquer'], ['trix', 'féminin']]",latin,lect-,"['AL', 'audiolectrice', 'BL', 'rectrice', 'tectrice', 'vectrice', 'anagnoste', 'bouquineuse', 'récitante', 'conteuse', 'déclamatrice', 'autrice', 'écrivaine', 'lectorat', 'illisibilité', 'illisible', 'inlisible', 'inéligibilité', 'inéligible', 'lecteur', 'lecteurat', 'lectoral', 'lectorial', 'lectoriat', 'lectoriel', 'lectrice', 'lectural', 'lecture', 'lecturette', 'lecturier', 'lion', 'lionnette', 'lire', 'lisage', 'lisant', 'lisette', 'liseur', 'liseuse', 'lisibilité', 'lisible', 'lu', 'relecture', 'relire', 'relu', 'réélecter', 'réélection', 'rééligibilité', 'rééligible', 'réélire', 'réélu', 'électerat', 'électeur', 'électeurat', 'électif', 'élection', 'électivité', 'électoral', 'électoralisme', 'électoraliste', 'électoralitude', 'électorat', 'électrice', 'élider', 'éligibilité', 'éligible', 'élire', 'élision', 'élitaire', 'élite', 'élitique', 'élitisme', 'élitiste', 'élu', 'Lion', 'Lionnette']"
